date,market,segment,orders,sessions,order_attempts,cancellations,gross_bookings,net_revenue,driver_hours,active_delivery_hours,fulfillment_rate
2023-06-11,los_angeles,all,2536,31550,2720,249,108994.93,21219.06,1357.8,1032.7,0.9324
2023-06-12,los_angeles,all,2044,25631,2130,178,82258.26,14302.9,923.2,704.5,0.9596
2023-06-13,los_angeles,all,2216,27601,2312,218,96606.57,17200.06,1092.0,815.1,0.9585
2023-06-14,los_angeles,all,2052,25221,2197,235,81762.41,16221.37,948.1,733.4,0.934
2023-06-15,los_angeles,all,1939,24415,2024,199,81597.73,14810.52,967.8,718.1,0.958
2023-06-16,los_angeles,all,2290,28690,2359,229,96434.16,18269.66,1092.3,881.2,0.9708
2023-06-17,los_angeles,all,2891,34661,3040,269,135554.34,27013.78,1565.1,1243.8,0.951
2023-06-18,los_angeles,all,2582,30648,2661,225,111862.29,20864.96,1309.2,996.3,0.9703
2023-06-19,los_angeles,all,1962,24576,2110,206,79961.12,14325.86,1063.2,844.9,0.9299
2023-06-20,los_angeles,all,2135,26487,2268,254,92741.42,17246.05,996.8,718.4,0.9414
2023-06-21,los_angeles,all,2136,26975,2262,195,99303.0,17044.28,970.5,732.2,0.9443
2023-06-22,los_angeles,all,2287,29089,2379,205,88227.35,15296.07,1205.9,921.3,0.9613
2023-06-23,los_angeles,all,2482,29525,2643,227,99852.82,16996.46,1293.2,991.9,0.9391
2023-06-24,los_angeles,all,2664,32082,2834,243,110562.7,21728.48,1344.7,1068.9,0.94
2023-06-25,los_angeles,all,2696,32404,2785,322,110870.61,21080.76,1436.9,1172.9,0.968
2023-06-26,los_angeles,all,2061,25020,2214,217,85121.8,15232.54,1120.7,849.5,0.9309
2023-06-27,los_angeles,all,1918,24499,2031,169,75302.81,13301.1,958.2,723.5,0.9444
2023-06-28,los_angeles,all,2036,25742,2178,180,91514.75,17432.86,1107.7,865.2,0.9348
2023-06-29,los_angeles,all,2186,27257,2280,200,85281.37,16850.4,1151.0,861.1,0.9588
2023-06-30,los_angeles,all,2331,28621,2415,167,96921.94,17346.52,1213.9,891.2,0.9652
2023-07-01,los_angeles,all,2715,32452,2892,262,119992.8,21556.32,1326.8,1082.9,0.9388
2023-07-02,los_angeles,all,2347,28592,2511,260,98425.23,19254.65,1098.0,879.4,0.9347
2023-07-03,los_angeles,all,1899,24226,1993,196,75852.27,14927.82,909.5,742.0,0.9528
2023-07-04,los_angeles,all,1985,24794,2047,159,77748.05,15349.11,1061.9,787.7,0.9697
2023-07-05,los_angeles,all,2246,27998,2405,239,93247.19,16672.1,1165.5,841.2,0.9339
2023-07-06,los_angeles,all,2358,28947,2453,250,95287.34,16542.78,1124.3,858.7,0.9613
2023-07-07,los_angeles,all,2529,30460,2648,210,107307.96,19658.81,1291.5,1050.5,0.9551
2023-07-08,los_angeles,all,2778,33415,2949,281,108500.21,19407.75,1315.0,965.0,0.942
2023-07-09,los_angeles,all,2593,31278,2684,261,113333.22,22271.79,1241.3,908.3,0.9661
2023-07-10,los_angeles,all,2073,26020,2143,232,87569.02,14982.98,1135.3,825.2,0.9673
2023-07-11,los_angeles,all,2131,27036,2198,164,90351.54,17077.92,1043.8,831.4,0.9695
2023-07-12,los_angeles,all,2092,26012,2251,167,94194.94,18573.87,987.0,788.2,0.9294
2023-07-13,los_angeles,all,2354,29642,2461,222,96703.8,19273.08,1171.3,924.8,0.9565
2023-07-14,los_angeles,all,2588,30385,2751,187,104751.33,19850.79,1275.6,925.2,0.9407
2023-07-15,los_angeles,all,2972,35130,3208,270,121405.3,24098.67,1566.8,1241.4,0.9264
2023-07-16,los_angeles,all,2472,29630,2629,270,102824.56,17713.56,1335.1,1021.2,0.9403
2023-07-17,los_angeles,all,1911,23720,2019,148,79896.95,14443.64,984.5,724.4,0.9465
2023-07-18,los_angeles,all,2138,26786,2258,199,86066.33,14653.78,1078.7,808.5,0.9469
2023-07-19,los_angeles,all,2090,26808,2192,250,78900.68,15735.6,1023.8,788.4,0.9535
2023-07-20,los_angeles,all,2352,29540,2493,224,96013.46,18922.5,1188.3,894.7,0.9434
2023-07-21,los_angeles,all,2526,30600,2723,240,108000.73,18451.01,1240.8,1013.7,0.9277
2023-07-22,los_angeles,all,2700,32625,2887,264,114172.58,19471.45,1209.0,927.9,0.9352
2023-07-23,los_angeles,all,2429,29204,2553,193,108136.81,19573.75,1306.1,989.0,0.9514
2023-07-24,los_angeles,all,2141,26288,2241,166,98714.06,17547.03,1064.5,838.1,0.9554
2023-07-25,los_angeles,all,2081,26388,2235,216,90720.36,17727.48,1025.7,805.2,0.9311
2023-07-26,los_angeles,all,2014,25540,2088,181,90435.23,15809.39,922.0,664.1,0.9646
2023-07-27,los_angeles,all,2433,29569,2609,206,106103.68,20554.35,1294.5,1012.1,0.9325
2023-07-28,los_angeles,all,2428,29022,2532,174,110694.43,20659.32,1126.3,838.4,0.9589
2023-07-29,los_angeles,all,2688,32889,2865,302,123343.7,22364.9,1313.4,994.9,0.9382
2023-07-30,los_angeles,all,2772,33722,2967,199,121960.92,21266.52,1497.0,1183.6,0.9343
2023-07-31,los_angeles,all,2115,26499,2229,227,91967.39,18387.11,1039.6,806.5,0.9489
2023-08-01,los_angeles,all,2077,25957,2159,185,86338.84,16278.29,1136.5,860.2,0.962
2023-08-02,los_angeles,all,2174,26938,2331,217,91119.28,16691.36,1028.5,757.7,0.9326
2023-08-03,los_angeles,all,2454,29212,2573,202,101326.99,18353.75,1258.9,970.0,0.9538
2023-08-04,los_angeles,all,2208,26701,2310,172,95616.62,18852.91,1217.3,915.3,0.9558
2023-08-05,los_angeles,all,2686,32173,2835,260,108748.8,21166.4,1335.1,1083.2,0.9474
2023-08-06,los_angeles,all,2407,30234,2532,252,100128.02,19458.44,1259.2,973.9,0.9506
2023-08-07,los_angeles,all,1991,25137,2119,159,73774.8,13905.51,966.6,779.7,0.9396
2023-08-08,los_angeles,all,2165,26428,2245,199,98764.03,19420.83,1137.0,863.0,0.9644
2023-08-09,los_angeles,all,2269,28144,2386,209,94247.46,16868.25,1207.9,969.6,0.951
2023-08-10,los_angeles,all,2016,27634,2166,163,86600.75,16550.37,1050.8,762.5,0.9307
2023-08-11,los_angeles,all,2371,28398,2446,233,106840.47,19459.22,1302.8,976.9,0.9693
2023-08-12,los_angeles,all,2966,34667,3123,229,126442.41,23771.17,1497.2,1089.7,0.9497
2023-08-13,los_angeles,all,2503,31647,2661,239,112717.9,22537.33,1261.7,912.4,0.9406
2023-08-14,los_angeles,all,2061,25012,2214,156,81187.63,16199.83,997.1,809.5,0.9309
2023-08-15,los_angeles,all,1908,25266,2022,180,89741.81,16636.21,1001.2,792.6,0.9436
2023-08-16,los_angeles,all,2333,28643,2499,200,103312.08,19341.66,1219.1,954.0,0.9336
2023-08-17,los_angeles,all,2054,25689,2138,190,87170.37,17165.56,1087.3,840.8,0.9607
2023-08-18,los_angeles,all,2332,29698,2443,214,104922.9,20939.37,1111.7,863.7,0.9546
2023-08-19,los_angeles,all,2803,33721,3019,323,110847.06,21433.19,1424.3,1116.5,0.9285
2023-08-20,los_angeles,all,2570,30489,2761,243,106382.35,18293.03,1348.6,1082.5,0.9308
2023-08-21,los_angeles,all,2112,26221,2234,234,95109.54,17089.21,1121.0,874.0,0.9454
2023-08-22,los_angeles,all,2169,26806,2286,176,82593.73,16262.45,1020.1,810.8,0.9488
2023-08-23,los_angeles,all,2055,25916,2163,180,88728.66,17129.12,942.5,705.1,0.9501
2023-08-24,los_angeles,all,2218,28814,2291,164,95634.77,18387.41,1097.8,897.6,0.9681
2023-08-25,los_angeles,all,2539,30393,2728,231,117137.72,22260.58,1171.2,847.0,0.9307
2023-08-26,los_angeles,all,2868,33632,3071,297,110922.18,20238.63,1575.4,1195.2,0.9339
2023-08-27,los_angeles,all,2563,30421,2698,287,116309.52,21179.64,1250.5,1010.7,0.95
2023-08-28,los_angeles,all,1968,25625,2055,193,80343.82,15608.23,1003.6,740.7,0.9577
2023-08-29,los_angeles,all,2096,27033,2195,214,86064.44,15389.48,973.0,714.3,0.9549
2023-08-30,los_angeles,all,2108,26817,2184,166,83126.43,15839.32,1077.0,814.8,0.9652
2023-08-31,los_angeles,all,2052,26511,2188,147,81496.23,15629.86,1159.0,884.1,0.9378
2023-09-01,los_angeles,all,2380,28860,2518,261,101976.8,19919.81,1211.8,985.6,0.9452
2023-09-02,los_angeles,all,2658,32014,2769,208,105427.19,18934.36,1217.6,978.5,0.9599
2023-09-03,los_angeles,all,2663,33280,2826,199,115985.89,22299.06,1261.7,967.0,0.9423
2023-09-04,los_angeles,all,2098,25838,2264,245,85195.1,14755.34,1166.9,953.7,0.9267
2023-09-05,los_angeles,all,2147,26537,2225,254,84704.79,14750.65,1177.1,923.1,0.9649
2023-09-06,los_angeles,all,2033,25707,2141,205,83132.62,15173.37,934.3,754.3,0.9496
2023-09-07,los_angeles,all,2474,31046,2609,220,105657.33,18136.8,1288.1,959.1,0.9483
2023-09-08,los_angeles,all,2347,29648,2437,262,97207.01,19288.88,1091.1,838.9,0.9631
2023-09-09,los_angeles,all,2768,33826,2925,222,116454.86,22948.23,1405.0,1015.8,0.9463
2023-09-10,los_angeles,all,2657,32249,2817,243,115478.63,19800.89,1210.7,872.8,0.9432
2023-09-11,los_angeles,all,2017,25135,2093,177,89298.81,17426.6,1064.0,841.1,0.9637
2023-09-12,los_angeles,all,2099,26050,2178,243,86791.13,16079.47,1114.4,815.6,0.9637
2023-09-13,los_angeles,all,2199,27368,2359,255,87535.89,16724.51,1041.8,807.2,0.9322
2023-09-14,los_angeles,all,2588,32537,2706,265,109109.56,21451.81,1260.3,995.1,0.9564
2023-09-15,los_angeles,all,2559,30889,2716,193,110007.22,20605.37,1182.0,854.9,0.9422
2023-09-16,los_angeles,all,3046,36242,3233,287,118588.32,20573.87,1461.3,1117.7,0.9422
2023-09-17,los_angeles,all,2643,32143,2833,217,106062.86,18038.89,1185.2,934.4,0.9329
2023-09-18,los_angeles,all,2154,26766,2298,246,87214.83,16126.69,1029.9,833.2,0.9373
2023-09-19,los_angeles,all,2029,25471,2175,156,84332.49,16738.06,1109.0,831.7,0.9329
2023-09-20,los_angeles,all,2192,27776,2326,159,88560.81,16576.69,1008.7,824.5,0.9424
2023-09-21,los_angeles,all,2124,26288,2235,223,92361.68,16734.84,1119.2,900.3,0.9503
2023-09-22,los_angeles,all,2724,33441,2859,252,105226.0,17986.03,1235.5,969.9,0.9528
2023-09-23,los_angeles,all,2928,35265,3071,328,113262.63,22363.64,1436.7,1090.7,0.9534
2023-09-24,los_angeles,all,2353,28540,2473,173,97176.16,17473.7,1132.5,895.9,0.9515
2023-09-25,los_angeles,all,1992,25066,2065,219,82929.21,15851.36,1108.9,888.9,0.9646
2023-09-26,los_angeles,all,2210,27821,2323,159,86069.0,16424.3,1069.7,802.6,0.9514
2023-09-27,los_angeles,all,2152,27191,2258,154,87641.98,15566.66,1008.5,826.2,0.9531
2023-09-28,los_angeles,all,2311,29880,2384,215,95115.69,16351.65,1200.6,973.5,0.9694
2023-09-29,los_angeles,all,2516,30305,2626,204,103593.97,18807.49,1310.3,1007.0,0.9581
2023-09-30,los_angeles,all,2777,33547,2965,277,117519.73,21096.43,1456.9,1154.3,0.9366
2023-10-01,los_angeles,all,2715,32410,2875,194,110258.01,21060.13,1221.1,943.2,0.9443
2023-10-02,los_angeles,all,2066,26118,2211,148,93183.74,18132.95,987.0,785.7,0.9344
2023-10-03,los_angeles,all,2160,26022,2283,230,92934.5,16419.05,1153.2,925.7,0.9461
2023-10-04,los_angeles,all,2238,28207,2401,180,90202.73,16763.9,1133.0,818.4,0.9321
2023-10-05,los_angeles,all,2231,28402,2387,229,94144.8,16119.31,1130.4,822.8,0.9346
2023-10-06,los_angeles,all,2570,31832,2660,276,108609.31,19161.69,1237.0,932.3,0.9662
2023-10-07,los_angeles,all,2693,33857,2905,196,119975.61,23137.64,1267.3,1028.7,0.927
2023-10-08,los_angeles,all,2475,29150,2551,269,100829.51,19540.96,1354.8,1029.4,0.9702
2023-10-09,los_angeles,all,2072,25221,2196,173,90362.84,17466.43,1076.1,870.3,0.9435
2023-10-10,los_angeles,all,2202,27215,2355,197,92677.54,16151.07,1020.7,782.1,0.935
2023-10-11,los_angeles,all,2366,30125,2476,176,106783.0,19918.34,1307.3,979.0,0.9556
2023-10-12,los_angeles,all,2441,29463,2587,273,109139.24,19937.69,1238.1,1002.9,0.9436
2023-10-13,los_angeles,all,2420,29585,2536,237,102641.05,20501.99,1183.5,918.5,0.9543
2023-10-14,los_angeles,all,2541,31008,2625,242,105322.43,19971.46,1217.5,920.5,0.968
2023-10-15,los_angeles,all,2748,32419,2832,325,118339.52,23437.86,1428.9,1035.2,0.9703
2023-10-16,los_angeles,all,2059,25413,2131,179,85697.75,14942.3,1004.4,734.3,0.9662
2023-10-17,los_angeles,all,2396,28703,2480,274,109086.63,20020.25,1245.7,914.3,0.9661
2023-10-18,los_angeles,all,2053,25543,2177,218,86564.31,16719.74,1040.3,787.0,0.943
2023-10-19,los_angeles,all,2346,29571,2478,273,96533.56,17476.02,1100.1,858.9,0.9467
2023-10-20,los_angeles,all,2659,32676,2799,307,109111.56,20619.38,1469.5,1103.2,0.95
2023-10-21,los_angeles,all,2743,34566,2920,328,108218.55,20058.42,1320.3,959.3,0.9394
2023-10-22,los_angeles,all,2533,30922,2611,194,109346.5,21842.83,1242.9,927.8,0.9701
2023-10-23,los_angeles,all,2168,26505,2262,238,87322.65,15300.34,1132.0,861.3,0.9584
2023-10-24,los_angeles,all,2172,26836,2322,239,96232.87,19059.93,1112.4,911.3,0.9354
2023-10-25,los_angeles,all,2227,27835,2395,228,87487.33,15926.82,1123.7,853.2,0.9299
2023-10-26,los_angeles,all,2327,29689,2448,195,98355.79,18101.38,1205.1,878.4,0.9506
2023-10-27,los_angeles,all,2581,31185,2669,305,114636.33,21306.09,1414.4,1100.6,0.967
2023-10-28,los_angeles,all,2825,33610,3023,227,105881.79,18842.83,1491.9,1211.4,0.9345
2023-10-29,los_angeles,all,2816,33892,3025,267,130207.22,25899.48,1488.2,1188.6,0.9309
2023-10-30,los_angeles,all,2019,25160,2121,194,82994.83,16378.58,957.3,769.3,0.9519
2023-10-31,los_angeles,all,2094,26617,2182,164,88568.45,17641.7,1012.7,823.1,0.9597
2023-11-01,los_angeles,all,2166,26629,2236,230,93571.29,18705.61,1101.9,863.5,0.9687
2023-11-02,los_angeles,all,2149,28673,2277,160,93534.95,17780.43,970.8,795.6,0.9438
2023-11-03,los_angeles,all,2566,30910,2760,269,109247.85,20052.5,1342.2,970.9,0.9297
2023-11-04,los_angeles,all,3107,35867,3306,349,137001.64,26786.84,1506.1,1210.1,0.9398
2023-11-05,los_angeles,all,2569,32153,2687,225,110698.33,18897.77,1211.5,976.1,0.9561
2023-11-06,los_angeles,all,2090,26266,2220,220,95508.51,18627.23,1006.2,816.7,0.9414
2023-11-07,los_angeles,all,2000,25019,2143,156,86193.78,15938.83,949.5,729.0,0.9333
2023-11-08,los_angeles,all,2333,29448,2458,262,107611.34,20467.31,1146.1,915.5,0.9491
2023-11-09,los_angeles,all,2361,28922,2529,278,103629.64,18779.91,1199.4,887.0,0.9336
2023-11-10,los_angeles,all,2671,32119,2803,207,102053.37,18477.65,1367.3,1066.9,0.9529
2023-11-11,los_angeles,all,2708,32769,2836,283,128584.82,21981.77,1290.5,975.4,0.9549
2023-11-12,los_angeles,all,2614,31228,2769,249,106635.2,19483.71,1241.4,967.8,0.944
2023-11-13,los_angeles,all,2072,25906,2182,200,93531.41,17046.16,1105.3,870.5,0.9496
2023-11-14,los_angeles,all,2357,27717,2543,248,99126.62,17520.01,1057.6,798.2,0.9269
2023-11-15,los_angeles,all,2179,27163,2301,206,96373.44,17098.55,1107.4,821.3,0.947
2023-11-16,los_angeles,all,2378,29628,2495,238,96437.87,18084.43,1192.6,897.0,0.9531
2023-11-17,los_angeles,all,2435,30598,2556,199,105469.74,18935.31,1247.4,981.0,0.9527
2023-11-18,los_angeles,all,2754,33793,2912,245,114203.7,22259.16,1493.6,1176.5,0.9457
2023-11-19,los_angeles,all,2699,32028,2828,306,122307.63,21200.99,1371.3,1089.0,0.9544
2023-11-20,los_angeles,all,2189,28127,2334,165,93954.51,17600.44,1184.5,867.8,0.9379
2023-11-21,los_angeles,all,1892,24728,1985,189,83182.69,14540.45,1026.1,822.8,0.9531
2023-11-22,los_angeles,all,2049,25603,2150,162,76746.19,14263.07,961.5,758.4,0.953
2023-11-23,los_angeles,all,2187,26623,2320,246,91460.99,17064.46,1050.9,759.9,0.9427
2023-11-24,los_angeles,all,2549,30912,2633,252,109255.64,20678.7,1232.3,928.6,0.9681
2023-11-25,los_angeles,all,2752,33629,2925,248,116876.32,21367.65,1361.5,1043.8,0.9409
2023-11-26,los_angeles,all,2438,30733,2573,201,107316.93,19884.14,1238.3,936.2,0.9475
2023-11-27,los_angeles,all,2051,25418,2159,188,84566.01,14835.29,975.0,713.4,0.95
2023-11-28,los_angeles,all,1978,24408,2108,233,83278.65,15314.15,928.5,687.8,0.9383
2023-11-29,los_angeles,all,2073,26886,2214,198,92208.23,16707.29,1015.4,733.6,0.9363
2023-11-30,los_angeles,all,2517,30780,2699,235,93669.53,17795.71,1319.7,962.5,0.9326
2023-12-01,los_angeles,all,2626,31395,2754,282,113542.03,20783.26,1361.6,1016.6,0.9535
2023-12-02,los_angeles,all,3082,36582,3225,274,127283.03,24614.02,1695.7,1359.9,0.9557
2023-12-03,los_angeles,all,2537,30445,2704,232,101693.44,18587.5,1193.7,922.3,0.9382
2023-12-04,los_angeles,all,1999,24671,2117,174,85370.78,15116.87,980.0,747.2,0.9443
2023-12-05,los_angeles,all,2077,25704,2205,161,92587.77,16500.13,1160.9,912.7,0.942
2023-12-06,los_angeles,all,2250,27652,2380,238,99409.95,17034.75,1185.8,918.0,0.9454
2023-12-07,los_angeles,all,2392,31044,2556,272,99785.3,18579.78,1219.3,893.9,0.9358
2023-12-08,los_angeles,all,2560,32040,2661,295,112227.98,21876.2,1293.4,960.0,0.962
2023-12-09,los_angeles,all,3024,37257,3199,345,132520.58,25586.19,1373.1,1019.2,0.9453
2023-12-10,los_angeles,all,2613,31799,2712,242,109266.57,20010.39,1406.7,1097.2,0.9635
2023-12-11,los_angeles,all,2202,27330,2313,185,89279.06,15702.72,1133.3,868.3,0.952
2023-12-12,los_angeles,all,2201,27346,2340,224,89505.88,17534.61,1129.0,856.6,0.9406
2023-12-13,los_angeles,all,2311,28269,2437,272,101128.19,17364.06,1175.9,912.1,0.9483
2023-12-14,los_angeles,all,2632,32172,2761,280,110311.05,20074.04,1270.9,1038.3,0.9533
2023-12-15,los_angeles,all,2383,29440,2560,226,94850.59,18562.11,1147.7,862.4,0.9309
2023-12-16,los_angeles,all,2902,35054,3101,303,111616.11,20291.28,1523.8,1176.4,0.9358
2023-12-17,los_angeles,all,2791,34462,2948,303,122097.45,21188.34,1383.4,1062.5,0.9467
2023-12-18,los_angeles,all,1990,24977,2144,231,81295.01,14468.76,922.3,730.2,0.9282
2023-12-19,los_angeles,all,2166,26918,2277,234,92474.8,17385.34,1083.1,858.9,0.9513
2023-12-20,los_angeles,all,1982,26596,2120,182,88403.91,15431.88,1079.9,856.3,0.9349
2023-12-21,los_angeles,all,2511,29958,2607,210,98559.91,18691.7,1234.5,913.7,0.9632
2023-12-22,los_angeles,all,2453,29447,2562,233,102793.48,18826.1,1216.7,930.7,0.9575
2023-12-23,los_angeles,all,3045,37412,3188,263,126798.5,22827.75,1581.2,1266.7,0.9551
2023-12-24,los_angeles,all,2808,32817,2907,329,120175.27,21298.39,1499.6,1136.9,0.9659
2023-12-25,los_angeles,all,2116,26651,2233,202,94378.33,18375.45,1073.7,878.7,0.9476
2023-12-26,los_angeles,all,2153,26859,2238,202,84415.15,15355.13,1182.0,894.2,0.962
2023-12-27,los_angeles,all,2261,28553,2401,198,97667.46,18767.23,1059.2,815.3,0.9417
2023-12-28,los_angeles,all,2400,29054,2495,245,105998.88,19420.12,1294.3,993.3,0.9619
2023-12-29,los_angeles,all,2676,32549,2773,257,111344.64,19235.46,1430.6,1092.1,0.965
2023-12-30,los_angeles,all,3158,38220,3406,241,131724.48,24133.92,1592.6,1281.3,0.9272
2023-12-31,los_angeles,all,2825,33487,3003,321,121132.45,22437.44,1443.6,1061.8,0.9407
2024-01-01,los_angeles,all,2045,25280,2202,180,87370.82,16053.1,968.7,752.5,0.9287
2024-01-02,los_angeles,all,2208,27643,2328,202,95436.25,18561.13,1103.7,862.9,0.9485
2024-01-03,los_angeles,all,2157,26389,2225,173,93136.43,18378.2,1005.9,809.9,0.9694
2024-01-04,los_angeles,all,2312,27516,2448,226,92336.33,17876.62,1028.7,803.3,0.9444
2024-01-05,los_angeles,all,2568,30977,2717,270,113196.31,21222.44,1413.3,1153.3,0.9452
2024-01-06,los_angeles,all,2944,35653,3035,336,130861.52,24372.11,1393.1,1124.5,0.97
2024-01-07,los_angeles,all,2758,33362,2960,200,116913.75,22136.27,1406.9,1062.0,0.9318
2024-01-08,los_angeles,all,2312,28176,2453,274,89849.58,16050.27,1089.7,878.3,0.9425
2024-01-09,los_angeles,all,2218,28075,2367,233,92621.54,18001.5,1076.5,878.3,0.9371
2024-01-10,los_angeles,all,2092,26305,2206,176,88718.06,17362.61,1035.3,772.0,0.9483
2024-01-11,los_angeles,all,2284,29466,2423,183,90438.04,16099.46,1113.4,869.6,0.9426
2024-01-12,los_angeles,all,2574,32005,2684,218,106161.31,20922.75,1310.5,980.5,0.959
2024-01-13,los_angeles,all,2775,34037,2993,316,108336.9,21175.75,1497.9,1175.8,0.9272
2024-01-14,los_angeles,all,2705,32872,2840,229,117059.72,21390.86,1333.4,972.5,0.9525
2024-01-15,los_angeles,all,2214,26744,2298,206,93759.59,18495.95,1220.2,968.1,0.9634
2024-01-16,los_angeles,all,2141,26491,2211,225,82522.39,14326.97,1112.5,847.7,0.9683
2024-01-17,los_angeles,all,2260,28787,2400,257,96588.05,16501.06,1146.5,892.8,0.9417
2024-01-18,los_angeles,all,2442,30986,2635,251,102274.21,18453.95,1161.3,839.1,0.9268
2024-01-19,los_angeles,all,2769,32709,2976,298,119300.9,22304.86,1286.0,1015.4,0.9304
2024-01-20,los_angeles,all,3227,38304,3437,254,132880.7,23990.72,1730.1,1331.5,0.9389
2024-01-21,los_angeles,all,2718,32968,2934,309,109581.32,21725.82,1354.6,1060.0,0.9264
2024-01-22,los_angeles,all,2014,25418,2147,169,81327.79,14447.17,992.8,746.2,0.9381
2024-01-23,los_angeles,all,2104,25728,2203,161,85990.15,15343.77,1148.3,843.5,0.9551
2024-01-24,los_angeles,all,2153,27468,2282,256,90511.11,17110.66,1016.4,776.1,0.9435
2024-01-25,los_angeles,all,2274,28215,2351,182,96214.56,16367.63,1201.9,978.8,0.9672
2024-01-26,los_angeles,all,2856,33157,2973,219,118808.14,22790.57,1375.5,1021.7,0.9606
2024-01-27,los_angeles,all,3000,36264,3153,304,123333.09,22363.26,1627.7,1282.0,0.9515
2024-01-28,los_angeles,all,2845,35074,2959,245,117390.54,23399.74,1359.4,985.5,0.9615
2024-01-29,los_angeles,all,2157,26761,2325,165,101953.24,19446.82,1017.4,805.6,0.9277
2024-01-30,los_angeles,all,2113,26682,2282,211,85326.06,14639.09,1099.6,817.9,0.9259
2024-01-31,los_angeles,all,2008,25829,2105,217,81983.14,14164.95,955.5,731.1,0.9539
2024-02-01,los_angeles,all,2456,30290,2617,269,120140.38,20741.64,1336.6,1011.5,0.9385
2024-02-02,los_angeles,all,2821,33497,2963,219,120976.12,24023.28,1449.1,1059.7,0.9521
2024-02-03,los_angeles,all,2894,35342,3001,283,113161.31,21559.67,1359.1,1025.5,0.9643
2024-02-04,los_angeles,all,2848,34828,2981,315,124655.94,22790.62,1313.8,991.9,0.9554
2024-02-05,los_angeles,all,2211,28192,2303,173,88636.6,15601.33,1203.4,929.3,0.9601
2024-02-06,los_angeles,all,2261,28355,2366,182,99278.31,19479.32,1185.7,969.0,0.9556
2024-02-07,los_angeles,all,2203,27864,2293,154,91550.03,16117.08,1195.1,916.6,0.9608
2024-02-08,los_angeles,all,2370,30257,2454,228,97351.14,18613.57,1102.9,894.9,0.9658
2024-02-09,los_angeles,all,2837,33185,2953,226,128740.92,24834.09,1533.0,1174.5,0.9607
2024-02-10,los_angeles,all,2854,34325,3069,303,123262.67,22044.26,1429.1,1044.3,0.9299
2024-02-11,los_angeles,all,2806,33680,2902,331,123585.44,22881.53,1465.0,1088.5,0.9669
2024-02-12,los_angeles,all,2275,27962,2380,183,97627.83,17249.83,1138.7,866.3,0.9559
2024-02-13,los_angeles,all,2133,26273,2253,219,87595.2,15886.96,994.8,748.6,0.9467
2024-02-14,los_angeles,all,2383,30045,2497,192,103145.4,20521.19,1312.7,1058.8,0.9543
2024-02-15,los_angeles,all,2401,29862,2535,170,106938.98,20403.33,1319.8,1039.8,0.9471
2024-02-16,los_angeles,all,2464,30066,2543,266,104185.19,20357.62,1201.8,934.8,0.9689
2024-02-17,los_angeles,all,3074,36994,3266,282,140738.32,26208.01,1662.1,1278.4,0.9412
2024-02-18,los_angeles,all,2749,33143,2909,323,120367.78,21325.7,1261.4,958.3,0.945
2024-02-19,los_angeles,all,2307,29080,2455,223,97920.99,18740.75,1056.9,825.7,0.9397
2024-02-20,los_angeles,all,2113,27152,2236,165,89861.92,16625.99,967.0,708.3,0.945
2024-02-21,los_angeles,all,2291,28564,2410,212,96882.26,16983.99,1116.2,821.8,0.9506
2024-02-22,los_angeles,all,2394,30067,2508,192,94257.52,17190.02,1067.8,801.2,0.9545
2024-02-23,los_angeles,all,2409,30390,2509,274,100722.33,19041.07,1178.6,868.8,0.9601
2024-02-24,los_angeles,all,2857,34327,3014,299,121321.05,23300.92,1320.4,1040.1,0.9479
2024-02-25,los_angeles,all,2859,34040,2948,249,117579.87,20846.51,1477.8,1067.7,0.9698
2024-02-26,los_angeles,all,2421,28819,2533,233,103398.78,20295.1,1285.7,946.3,0.9558
2024-02-27,los_angeles,all,2294,28910,2441,237,96450.65,17494.85,1185.3,960.4,0.9398
2024-02-28,los_angeles,all,2372,29987,2456,259,103477.91,18432.94,1105.7,906.4,0.9658
2024-02-29,los_angeles,all,2425,31015,2505,179,105226.9,18504.53,1291.1,992.5,0.9681
2024-03-01,los_angeles,all,2771,33496,2944,197,117354.68,22781.49,1287.5,990.8,0.9412
2024-03-02,los_angeles,all,2956,35732,3103,224,115664.89,20891.96,1524.9,1215.9,0.9526
2024-03-03,los_angeles,all,2913,35943,3117,261,133300.39,24594.18,1476.2,1068.2,0.9346
2024-03-04,los_angeles,all,2174,27280,2341,203,90660.21,16018.26,1059.5,808.1,0.9287
2024-03-05,los_angeles,all,2120,27609,2285,163,88679.89,16900.86,977.8,713.8,0.9278
2024-03-06,los_angeles,all,2262,27780,2378,205,93376.96,18062.0,1197.0,909.8,0.9512
2024-03-07,los_angeles,all,2395,30427,2499,221,98133.53,17681.97,1289.0,1054.9,0.9584
2024-03-08,los_angeles,all,2467,29964,2616,186,111613.3,22138.76,1274.3,1013.5,0.943
2024-03-09,los_angeles,all,3093,38652,3283,358,138908.77,23742.05,1683.6,1378.0,0.9421
2024-03-10,los_angeles,all,2574,31606,2731,257,110510.12,19227.47,1422.0,1129.9,0.9425
2024-03-11,los_angeles,all,2172,27320,2272,194,90733.67,17027.41,1014.8,792.4,0.956
2024-03-12,los_angeles,all,2149,26877,2220,205,93052.02,17776.86,1123.4,893.6,0.968
2024-03-13,los_angeles,all,2299,28481,2392,197,96914.28,17204.27,1152.0,905.4,0.9611
2024-03-14,los_angeles,all,2425,29482,2516,273,100881.29,18826.68,1206.6,924.7,0.9638
